airline_id,name,alias,iata,icao,callsign,country,active
2.0,135 Airways,<NA>,,GNL,GENERAL,United States,N
3.0,1Time Airline,<NA>,1T,RNX,NEXTIME,South Africa,Y
4.0,2 Sqn No 1 Elementary Flying Training School,<NA>,,WYT,,United Kingdom,N
5.0,213 Flight Unit,<NA>,,TFU,,Russia,N
6.0,223 Flight Unit State Airline,<NA>,,CHD,CHKALOVSK-AVIA,Russia,N
7.0,224th Flight Unit,<NA>,,TTF,CARGO UNIT,Russia,N
8.0,247 Jet Ltd,<NA>,,TWF,CLOUD RUNNER,United Kingdom,N
9.0,3D Aviation,<NA>,,SEC,SECUREX,United States,N
10.0,40-Mile Air,<NA>,Q5,MLA,MILE-AIR,United States,Y
11.0,4D Air,<NA>,,QRT,QUARTET,Thailand,N
12.0,611897 Alberta Limited,<NA>,,THD,DONUT,Canada,N
13.0,Ansett Australia,<NA>,AN,AAA,ANSETT,Australia,Y
14.0,Abacus International,<NA>,1B,,,Singapore,Y
15.0,Abelag Aviation,<NA>,W9,AAB,ABG,Belgium,N
16.0,Army Air Corps,<NA>,,AAC,ARMYAIR,United Kingdom,N
17.0,Aero Aviation Centre Ltd.,<NA>,,AAD,SUNRISE,Canada,N
18.0,Aero Servicios Ejecutivos Internacionales,<NA>,,SII,ASEISA,Mexico,N
19.0,Aero Biniza,<NA>,,BZS,BINIZA,Mexico,N
20.0,Aero Albatros,<NA>,,ABM,ALBATROS ESPANA,Spain,N
21.0,Aigle Azur,<NA>,ZI,AAF,AIGLE AZUR,France,Y
22.0,Aloha Airlines,<NA>,AQ,AAH,ALOHA,United States,Y
23.0,Alaska Island Air,<NA>,,AAK,ALASKA ISLAND,United States,N
24.0,American Airlines,<NA>,AA,AAL,AMERICAN,United States,Y
25.0,Aviation Management Corporation,<NA>,,AAM,AM CORP,United States,N
26.0,Atlantis Airlines (USA),<NA>,,AAO,ATLANTIS AIR,United States,N
27.0,Aerovista Airlines,<NA>,,AAP,AEROVISTA GROUP,United Arab Emirates,N
28.0,Asiana Airlines,<NA>,OZ,AAR,ASIANA,Republic of Korea,Y
29.0,Askari Aviation,<NA>,4K,AAS,AL-AAS,Pakistan,Y
30.0,Australia Asia Airlines,<NA>,,AAU,AUSTASIA,Australia,N
31.0,Astro Air International,<NA>,,AAV,ASTRO-PHIL,United States,N
32.0,Afriqiyah Airways,<NA>,8U,AAW,AFRIQIYAH,Libya,Y
33.0,Afrinat International Airlines,<NA>,Q9,AFU,,Gambia,N
34.0,Afric'air Express,<NA>,,AAX,AFREX,Ivory Coast,N
35.0,Allegiant Air,<NA>,G4,AAY,ALLEGIANT,United States,Y
36.0,Angus Aviation,<NA>,,AAZ,ANGUS,Canada,N
37.0,Artem-Avia,<NA>,,ABA,ARTEM-AVIA,Ukraine,N
38.0,African Business and Transportations,<NA>,,ABB,AFRICAN BUSINESS-,Democratic Republic of the Congo,N
39.0,Aban Air,<NA>,K5,ABE,ABAN,Iran,n
40.0,Aerial Oy,<NA>,,ABF,SKYWINGS,Finland,N
41.0,Abakan-Avia,<NA>,,ABG,ABAKAN-AVIA,Russia,N
42.0,ABSA - Aerolinhas Brasileiras,<NA>,M3,TUS,ABSA Cargo,Brazil,Y
43.0,Abaet,<NA>,,ABJ,Abaet,Brazil,N
44.0,Alberta Citylink,<NA>,,ABK,ALBERTA CITYLINK,Canada,N
45.0,APSA Colombia,<NA>,,ABO,AEROEXPRESO,Colombia,N
46.0,Aerovias Bueno,<NA>,,ABU,AEROBUENO,Colombia,N
47.0,Aerocenter,<NA>,,ACR,Escuela de Formacion de Pioltos Privados de Avion,AEROCENTER,N
48.0,Antrak Air,<NA>,04,ABV,ANTRAK,Ghana,N
49.0,Airborne Express,<NA>,GB,ABX,ABEX,United States,N
50.0,ABX Air,<NA>,GB,ABX,ABEX,United States,N
51.0,ATA Brasil,<NA>,,ABZ,ATA-BRAZIL,Brazil,N
52.0,Avcard Services,<NA>,,ACC,,United Kingdom,N
53.0,Academy Airlines,<NA>,,ACD,ACADEMY,United States,N
54.0,Aero Comondu,<NA>,,ACO,AERO COMONDU,Mexico,N
55.0,Astral Aviation,<NA>,8V,ACP,ASTRAL CARGO,Kenya,Y
56.0,Air Cess,<NA>,,ACS,,Liberia,N
57.0,Air Aurora,<NA>,,AAI,BOREALIS,United States,N
58.0,Air Cargo Transportation System,<NA>,,ACU,AFRISPIRIT,Kenya,N
59.0,Air Charter Service,<NA>,,ACV,,United Kingdom,N
60.0,Aero Asia International,<NA>,E4,RSO,AERO ASIA,Pakistan,N
61.0,Air Charters,<NA>,,ACX,PARAIR,Canada,N
62.0,Air Togo,<NA>,YT,TGA,AIR TOGO,Togo,N
63.0,Air Somalia,<NA>,,RSM,AIR SOMALIA,Somali Republic,N
64.0,Atlas Cargo Lines,<NA>,,ACY,ATLAS CARGOLINES,Morocco,N
65.0,Airservices Australia,<NA>,,ADA,AUSCAL,Australia,N
66.0,Advance Leasing Company,<NA>,4G,,,United States,N
67.0,Aztec Worldwide Airlines,<NA>,7A,,,United States,N
68.0,Air Tindi,<NA>,8T,,,Canadian Territories,Y
69.0,Antonov Airlines,<NA>,,ADB,ANTONOV BUREAU,Ukraine,N
70.0,Air Atlantic Dominicana,<NA>,,ADC,ATLAN-DOMINICAN,Dominican Republic,N
71.0,Advanced Air Co.,<NA>,,ADD,,Japan,N
72.0,Ada Air,<NA>,ZY,ADE,ADA AIR,Albania,Y
73.0,Aerea Flying Training Organization,<NA>,,ADG,AEREA TRAINING,Spain,N
74.0,Audeli Air,<NA>,,ADI,AUDELI,Spain,N
75.0,Abicar,<NA>,,ADJ,ABICAR,Ivory Coast,N
76.0,ADC Airlines,<NA>,Z7,ADK,ADCO,Nigeria,N
77.0,Aero Dynamics,<NA>,,ADL,COTSWOLD,United Kingdom,N
78.0,Aerolineas Dominicanas,<NA>,,ADM,DOMINAIR,Dominican Republic,N
79.0,Aerodienst GmbH,<NA>,,ADN,AERODIENST,Germany,N
80.0,Aerodiplomatic,<NA>,,ADP,AERODIPLOMATIC,Mexico,N
81.0,Aerodyne,<NA>,,ADY,AERODYNE,United States,N
82.0,Avion Taxi,<NA>,,ADQ,AIR DATA,Canada,N
83.0,Adria Airways,<NA>,JP,ADR,ADRIA,Slovenia,Y
84.0,Aviones de Sonora,<NA>,,ADS,SONORAV,Mexico,N
85.0,Air Dorval,<NA>,,ADT,AIR DORVAL,Canada,N
86.0,Airdeal Oy,<NA>,,ADU,AIRDEAL,Finland,N
87.0,Advance Air Charters,<NA>,,ADV,ADVANCE,Canada,N
88.0,Air Andaman,<NA>,,ADW,AIR ANDAMAN,Thailand,N
89.0,Anderson Aviation,<NA>,,ADX,ANDAX,United States,N
90.0,Air Europa,<NA>,UX,AEA,EUROPA,Spain,Y
91.0,Air Southwest Ltd.,<NA>,,ASW,AIRSOUTHWEST,Canada,N
92.0,Air Special,<NA>,,ASX,AIRSPEC,Czech Republic,N
93.0,Aero Benin,<NA>,EM,AEB,AEROBEN,Benin,Y
94.0,Aerocesar,<NA>,,AEC,Aerovias Del Cesar,AEROCESAR,N
95.0,Aerotrans Airlines,<NA>,,AED,,Russia,N
96.0,Aegean Airlines,<NA>,A3,AEE,AEGEAN,Greece,Y
97.0,Aerofumigaciones Sam,<NA>,,AEG,FUMIGACIONES SAM,Chile,N
98.0,Aeroexpreso Interamericano,<NA>,,AEI,INTERAM,Colombia,N
99.0,Air Express,<NA>,,AEJ,KHAKI EXPRESS,Tanzania,N
100.0,Aerocon,<NA>,,AEK,AEROCON,Bolivia,N
101.0,Aero Madrid,<NA>,,AEM,AEROMADRID,Spain,N
102.0,Aeroenlaces Nacionales,<NA>,,AEN,,Mexico,N
103.0,Aeroservicios Ejecutivos Del Occidente,<NA>,,AEO,AERO OCCIDENTE,Mexico,N
104.0,Aerotec,<NA>,,AEP,AEROTEC,Spain,N
105.0,Air Atlantique,<NA>,KI,AAG,ATLANTIC,United Kingdom,N
106.0,Air Europe,<NA>,PE,AEL,AIR EUROPE,Italy,Y
107.0,Air Alma,<NA>,,AAJ,AIR ALMA,Canada,N
108.0,Air Express,<NA>,,AEQ,LUNA,Sweden,N
109.0,Alaska Central Express,<NA>,KO,AER,ACE AIR,United States,Y
110.0,ACES Colombia,<NA>,,AES,ACES,Colombia,Y
111.0,Aeronautical Radio of Thailand,<NA>,,AET,AEROTHAI,Thailand,N
112.0,Astraeus,<NA>,5W,AEU,FLYSTAR,United Kingdom,Y
113.0,Aeroventas,<NA>,,AEV,AEROVENTAS,Mexico,N
114.0,Aerosvit Airlines,<NA>,VV,AEW,AEROSVIT,Ukraine,Y
115.0,Airway Express,<NA>,,AEX,AVCO,United States,N
116.0,Air Italy,<NA>,I9,AEY,AIR ITALY,Italy,Y
117.0,Aerial Transit Company,<NA>,,AEZ,AERIAL TRANZ,United States,N
118.0,Alfa Air,<NA>,,AFA,BLUE ALFA,Czech Republic,N
119.0,American Falcon,<NA>,WK,AFB,AMERICAN FALCON,Argentina,N
120.0,Alliance Airlines,<NA>,QQ,UTY,UNITY,Australia,Y
121.0,Air Universal,<NA>,,UVS,UNI-LEONE,Sierra Leone,N
122.0,Auvia Air,<NA>,,UVT,AUVIA,Indonesia,N
123.0,African West Air,<NA>,,AFC,AFRICAN WEST,Senegal,N
124.0,Airfast Indonesia,<NA>,,AFE,AIRFAST,Indonesia,N
125.0,Ariana Afghan Airlines,<NA>,FG,AFG,ARIANA,Afghanistan,Y
126.0,Air Fecteau,<NA>,,AFH,FECTO,Canada,N
127.0,Africaone,<NA>,,AFI,AFRICAWORLD,Uganda,N
128.0,Alliance,<NA>,,AFJ,JAMBO,Uganda,N
129.0,Africa Air Links,<NA>,,AFK,AFRICA LINKS,Sierra Leone,N
130.0,Aeroflot Russian Airlines,<NA>,SU,AFL,AEROFLOT,Russia,Y
131.0,Aero Empresa Mexicana,<NA>,,AFO,AERO EMPRESA,Mexico,N
132.0,Air Bosna,<NA>,JA,BON,AIR BOSNA,Bosnia and Herzegovina,Y
133.0,Air Bravo,<NA>,,BRF,AIR BRAVO,Uganda,N
134.0,Air Brasd'or,<NA>,,BRL,BRASD'OR,Canada,N
135.0,Air 500,<NA>,,BRM,BOOMERANG,Canada,N
136.0,Alba Servizi Aerotrasporti,<NA>,,AFQ,ALBA,Italy,N
137.0,Air France,<NA>,AF,AFR,AIRFRANS,France,Y
138.0,Air Partner,<NA>,,ACG,AIR PARTNER,United Kingdom,N
139.0,Air Caledonie International,<NA>,SB,ACI,AIRCALIN,France,Y
140.0,Air Caledonia,<NA>,,ACM,WEST CAL,Canada,N
141.0,Air Guam,<NA>,,AGM,AIR GUAM,United States,N
142.0,Air Gabon,<NA>,GN,AGN,GOLF NOVEMBER,Gabon,N
143.0,Air Data,<NA>,,AFS,,United Kingdom,N
144.0,Air Afrique Vacancies,<NA>,,AFV,AFRIQUE VACANCE,Ivory Coast,N
145.0,Air Cargo America,<NA>,,MVM,PEGASUS,United States,N
146.0,Air Salone,<NA>,2O,,,Sierra Leone,Y
147.0,Air-Angol,<NA>,,NGO,AIR ANGOL,Angola,N
148.0,Air Nigeria,<NA>,,NGP,REGAL EAGLE,Nigeria,N
149.0,Air Cargo Carriers,<NA>,2Q,SNC,NIGHT CARGO,United States,Y
150.0,Air Samarkand,<NA>,,SND,ARSAM,Uzbekistan,N
151.0,Air Senegal International,<NA>,V7,SNG,AIR SENEGAL,Senegal,N
152.0,Air Sandy,<NA>,,SNY,AIR SANDY,Canada,N
153.0,Air Namibia,<NA>,SW,NMB,NAMIBIA,Namibia,Y
154.0,Air Intersalonika,<NA>,,NSK,INTERSALONIKA,Greece,N
155.0,Air Anatolia,<NA>,,NTL,AIR ANATOLIA,Turkey,N
156.0,Air Saigon,<NA>,,SGA,AIR SAIGON,Vietnam,N
157.0,Afrique Regional Airways,<NA>,,AFW,AFRAIR,Ivory Coast,N
158.0,Airfreight Express,<NA>,,AFX,,United Kingdom,N
159.0,Africa Chartered Services,<NA>,,AFY,AFRICA CHARTERED,Nigeria,N
160.0,Africa Freight Services,<NA>,,AFZ,AFREIGHT,Zambia,N
161.0,Aeronaves Del Centro,<NA>,,AGA,,Venezuela,N
162.0,Air Service Gabon,<NA>,G8,AGB,,Gabon,N
163.0,Arab Agricultural Aviation Company,<NA>,,AGC,AGRICO,Egypt,N
164.0,Atlantic Gulf Airlines,<NA>,,AGF,ATLANTIC GULF,United States,N
165.0,Aerolitoral,<NA>,5D,SLI,COSTERA,Mexico,Y
166.0,Algoma Airways,<NA>,,AGG,ALGOMA,Canada,N
167.0,Altagna,<NA>,,AGH,ALTAGNA,France,N
168.0,Angola Air Charter,<NA>,,AGO,ANGOLA CHARTER,Angola,N
169.0,Angola Air Charter,<NA>,,AGO,ANGOLA CHARTER,Angola,N
170.0,AERFI Group,<NA>,,AGP,AIR TARA,Ireland,N
171.0,Aerogala,<NA>,,AGQ,GALASERVICE,Chile,N
172.0,Amadeus Global Travel Distribution,<NA>,1A,AGT,AMADEUS,Spain,N
173.0,Angara Airlines,<NA>,,AGU,SARMA,Russia,N
174.0,Air Glaciers,<NA>,7T,AGV,AIR GLACIERS,Switzerland,Y
175.0,Aero Gambia,<NA>,,AGW,AERO GAMBIA,Gambia,N
176.0,Aviogenex,<NA>,,AGX,GENEX,Serbia,Y
177.0,Atlantic Coast Airlines,<NA>,,BLR,BLUE RIDGE,United States,N
178.0,Aero Barloz,<NA>,,BLZ,AEROLOZ,Mexico,N
179.0,Aeroper,<NA>,PL,PLI,Aeroperu,Peru,Y
180.0,Atlas Blue,<NA>,8A,BMM,ATLAS BLUE,Morocco,Y
181.0,Aero Banobras,<NA>,,BNB,AEROBANOBRAS,Mexico,N
182.0,Aero Flight Service,<NA>,,AGY,FLIGHT GROUP,United States,N
183.0,Agrolet-Mci,<NA>,,AGZ,AGROLET,Slovakia,N
184.0,Air Alpha Greenland,<NA>,GD,AHA,AIR ALPHA,Denmark,N
185.0,Azal Avia Cargo,<NA>,,AHC,AZALAVIACARGO,Azerbaijan,N
186.0,Airport Helicopter Basel,<NA>,,AHE,Muller & Co.,AIRPORT HELICOPTER,N
187.0,Aeroservices Corporate,<NA>,,CJE,BIRD JET,France,N
188.0,Aspen Helicopters,<NA>,,AHF,ASPEN,United States,N
189.0,Aerochago Airlines,<NA>,,AHG,AEROCHAGO,Dominican Republic,N
190.0,Airplanes Holdings,<NA>,,AHH,AIRHOLD,Ireland,N
191.0,Air Hong Kong,<NA>,LD,AHK,AIR HONG KONG,Hong Kong,N
192.0,Aerochiapas,<NA>,,AHP,AEROCHIAPAS,Mexico,N
193.0,Air Adriatic,<NA>,,AHR,ADRIATIC,Croatia,N
194.0,Air Viggi San Raffaele,<NA>,,AHS,AIRSAR,Italy,N
195.0,ABC Air Hungary,<NA>,,AHU,ABC HUNGARY,Hungary,N
196.0,Aeromist-Kharkiv,<NA>,HT,AHW,AEROMIST,Ukraine,N
197.0,Azerbaijan Airlines,<NA>,J2,AHY,AZAL,Azerbaijan,Y
198.0,Avies,<NA>,U3,AIA,AVIES,Estonia,Y
199.0,Airbus Industrie,<NA>,AP,AIB,AIRBUS INDUSTRIE,France,N
200.0,Alpine Air Chile,<NA>,,AIH,ALPINE CHILE,Chile,N
201.0,Air Integra,<NA>,,AII,INTEGRA,Canada,N
202.0,ABC Aerolineas,<NA>,,AIJ,ABC AEROLINEAS,Mexico,N
203.0,African Airlines International Limited,<NA>,,AIK,AFRICAN AIRLINES,Kenya,N
204.0,African International Airways,<NA>,,AIN,FLY CARGO,Swaziland,N
205.0,Alpine Air Express,<NA>,5A,AIP,ALPINE AIR,United States,N
206.0,Alicante Internacional Airlines,<NA>,,AIU,ALIA,Spain,N
207.0,Aba Air,<NA>,,ABP,BAIR,Czech Republic,N
208.0,Airblue,<NA>,ED,ABQ,PAKBLUE,Pakistan,Y
209.0,Airmark Aviation,<NA>,,THM,THAI AIRMARK,Thailand,N
210.0,Airlift International,<NA>,,AIR,AIRLIFT,United States,Y
211.0,Airest,<NA>,,AIT,,Estonia,N
212.0,Air Baffin,<NA>,,BFF,AIR BAFFIN,Canada,N
213.0,Air Bandama,<NA>,,BDM,BANDAMA,Ivory Coast,N
214.0,Air Berlin,<NA>,AB,BER,AIR BERLIN,Germany,Y
215.0,Air Brousse,<NA>,,ABT,AIR BROUSSE,Canada,N
216.0,Air Contractors,<NA>,AG,ABR,CONTRACT,Ireland,N
217.0,Air Illinois,<NA>,,AIL,AIR ILLINOIS,United States,N
218.0,Air India Limited,<NA>,AI,AIC,AIRINDIA,India,Y
219.0,Air Inter Gabon,<NA>,,AIG,,Gabon,N
220.0,Air Bourbon,<NA>,ZB,BUB,BOURBON,Reunion,Y
221.0,Air Atlanta Icelandic,<NA>,CC,ABD,ATLANTA,Iceland,Y
222.0,Air Inuit,<NA>,,AIE,AIR INUIT,Canada,N
223.0,Air Sureste,<NA>,,AIS,SURESTE,Spain,N
224.0,Air Srpska,<NA>,RB,SBK,Air Srpska,Bosnia and Herzegovina,N
225.0,Air Tahiti Nui,<NA>,TN,THT,TAHITI AIRLINES,France,Y
226.0,Airvias S/A Linhas Aereas,<NA>,,AIV,AIRVIAS,Brazil,N
227.0,Aero Services Executive,<NA>,W4,BES,BIRD EXPRESS,France,N
228.0,Atlantic Island Airways,<NA>,,AIW,TARTAN,Canada,N
229.0,Aircruising Australia,<NA>,,AIX,CRUISER,Australia,N
230.0,Aircrew Check and Training Australia,<NA>,,AIY,AIRCREW,Australia,N
231.0,Arkia Israel Airlines,<NA>,IZ,AIZ,ARKIA,Israel,Y
232.0,A J Services,<NA>,,AJA,AYJAY SERVICES,United Kingdom,N
233.0,Aero JBR,<NA>,,AJB,AERO JBR,Mexico,N
234.0,Aero Jet Express,<NA>,,AJE,JET EXPRESS,Mexico,N
235.0,Avia Consult Flugbetriebs,<NA>,,AJF,AVIACONSULT,Austria,N
236.0,Ameristar Jet Charter,<NA>,,AJI,AMERISTAR,United States,N
237.0,A2 Jet Leasing,<NA>,,AJJ,ATLANTIC JET,United States,N
238.0,Allied Air,<NA>,,AJK,BAMBI,Nigeria,N
239.0,Air Jamaica,<NA>,JM,AJM,JAMAICA,Jamaica,Y
240.0,Air One,<NA>,AP,ADH,HERON,Italy,Y
241.0,Air Sahara,<NA>,S2,RSH,SAHARA,India,Y
242.0,Air Malta,<NA>,KM,AMC,AIR MALTA,Malta,Y
243.0,Aeroejecutivo,<NA>,,AJO,AEROEXO,Mexico,N
244.0,Aero Jets Corporativos,<NA>,,AJP,AEROJETS,Mexico,N
245.0,Aeroejecutivos Colombia,<NA>,,AJS,AEROEJECUTIVOS,Colombia,N
246.0,Amerijet International,<NA>,M6,AJT,AMERIJET,United States,N
247.0,Air Jetsul,<NA>,,AJU,AIRJETSUL,Portugal,N
248.0,ANA & JP Express,<NA>,,AJV,AYJAY CARGO,Japan,N
249.0,Alpha Jet International,<NA>,,AJW,ALPHAJET,United States,N
250.0,Air Japan,<NA>,NQ,AJX,AIR JAPAN,Japan,Y
251.0,Ajet,<NA>,,AJY,AYJET,Cyprus,N
252.0,Air Korea Co. Ltd.,<NA>,,AKA,,Republic of Korea,Y
253.0,Air Livonia,<NA>,,LIV,LIVONIA,Estonia,N
254.0,Air BC,<NA>,,ABL,AIRCOACH,Canada,N
255.0,Air Fret Senegal,<NA>,,ABN,,Senegal,N
256.0,Air Jamahiriya Company,<NA>,,LJA,AIR JAMAHIRIYA,Libya,N
257.0,Aktjubavia,<NA>,,AKB,KARAB,Kazakhstan,N
258.0,Arca Aerovias Colombianas Ltda.,<NA>,,AKC,ARCA,Colombia,N
259.0,Anikay Air Company,<NA>,,AKF,ANIKAY,Kyrgyzstan,N
260.0,Akhal,<NA>,,AKH,AKHAL,Turkmenistan,N
261.0,Aeromilenio,<NA>,,MNI,AEROMIL,Mexico,N
262.0,Aklak Air,<NA>,,AKK,AKLAK,Canada,N
263.0,Air Kiribati,<NA>,4A,AKL,,Kiribati,Y
264.0,Alkan Air,<NA>,,AKN,ALKAN AIR,Canada,N
265.0,Angkor Airways,<NA>,,AKW,ANGKORWAYS,Cambodia,N
266.0,Air Nippon Network Co. Ltd.,<NA>,EH,AKX,ALFA WING,Japan,N
267.0,AK Navigator LLC,<NA>,,AKZ,ABSOLUTE,Kazakhstan,N
268.0,Aero Albatros,<NA>,,ALB,ALBATROS,Mexico,N
269.0,Albion Aviation,<NA>,,ALD,ALBION,United Kingdom,N
270.0,Aeroalas Colombia,<NA>,,ALE,AEROALAS,Colombia,N
271.0,Allied Command Europe (Mobile Force),<NA>,,ALF,ACEFORCE,Belgium,N
272.0,Aerotaxis Albatros,<NA>,,BTS,AEROLINEAS ALBATROS,Mexico,N
273.0,American Flyers,<NA>,,FYS,AMERICAN FLYERS,United States,N
274.0,Aero Coach Aviation,<NA>,,DFA,AERO COACH,United States,N
275.0,Atlantic Southeast Airlines,<NA>,,CAA,Chandler,United States,N
276.0,ACM Air Charter,<NA>,,BVR,BAVARIAN,Germany,N
277.0,Air Logistics,<NA>,,ALG,AIRLOG,United States,N
278.0,Aerovallarta,<NA>,,ALL,VALLARTA,Mexico,N
279.0,Air ALM,<NA>,,ALM,ANTILLEAN,Netherlands Antilles,N
280.0,Air Lincoln,<NA>,,ALN,CHICAGO LINCOLN,United States,N
281.0,America West Airlines,<NA>,HP,AWE,CACTUS,United States,Y
282.0,Air Wisconsin,<NA>,ZW,AWI,AIR WISCONSIN,United States,Y
283.0,Aerotransporte de Carga Union,<NA>,,TNO,AEROUNION,Mexico,N
284.0,Aero Taxis Cessna,<NA>,,TND,TAXIS CESSNA,Mexico,N
285.0,Arizona Express Airlines,<NA>,,TMP,TEMPE,United States,N
286.0,Tatarstan Airlines,<NA>,U9,TAK,TATARSTAN,Russia,Y
287.0,Allegheny Commuter Airlines,<NA>,,ALO,ALLEGHENY,United States,Y
288.0,Alpliner AG,<NA>,,ALP,ALPINER,Switzerland,N
289.0,Altair Aviation (1986),<NA>,,ALQ,ALTAIR,Canada,N
290.0,Air Luxor STP,<NA>,,ALU,LUXORJET,Sao Tome and Principe,N
291.0,Alas de Venezuela,<NA>,,ALV,ALVEN,Venezuela,N
292.0,Alas Nacionales,<NA>,,ALW,S.A.,ALNACIONAL,N
293.0,Alyeska Air Service,<NA>,,ALY,ALYESKA,United States,N
294.0,Alta Flights (Charters) Ltd.,<NA>,,ALZ,,Canada,N
295.0,Air Sunshine,<NA>,,RSI,AIR SUNSHINE,United States,Y
296.0,ATMA,<NA>,,AMA,ADIK,Kazakhstan,N
297.0,Aerolineas Medellin,<NA>,,AMD,AEROLINEAS MEDELLIN,Colombia,N
298.0,Ameriflight,<NA>,,AMF,AMFLIGHT,United States,N
299.0,Air Libert,<NA>,VD,,,France,Y
300.0,Air Lithuania,<NA>,TT,KLA,KAUNAS,Lithuania,N
301.0,Air Minas Linhas A,<NA>,,AMG,AIR MINAS,Brazil,N
302.0,Alan Mann Helicopters Ltd.,<NA>,,AMH,MANN,United Kingdom,N
303.0,Air Maldives,<NA>,,AMI,AIR MALDIVES,Maldives,N
304.0,Aviation Amos,<NA>,,AMJ,AVIATION AMOS,Canada,N
305.0,Amerer Air,<NA>,,AMK,AMER AIR,Austria,N
306.0,Air Malawi,<NA>,QM,AML,MALAWI,Malawi,Y
307.0,Aeroputul International Marculesti,<NA>,,AMM,AEROM,Moldova,N
308.0,Air Montenegro,<NA>,,AMN,MONTENEGRO,Montenegro,N
309.0,Air Montreal (Air Holdings Inc.),<NA>,,AMO,AIR MONTREAL,Canada,N
310.0,Aero Transporte S.A. (ATSA),<NA>,,AMP,ATSA,Peru,N
311.0,Aeromedicare Ltd.,<NA>,,AMQ,LIFELINE,United Kingdom,N
312.0,Air Sicilia,<NA>,BM,,,Italy,Y
313.0,Air Specialties Corporation,<NA>,,AMR,AIR AM,United States,N
314.0,Air Muskoka,<NA>,,AMS,AIR MUSKOKA,Canada,N
315.0,ATA Airlines,<NA>,,AMT,AMTRAN,United States,Y
316.0,Air Macau,<NA>,NX,AMU,AIR MACAO,Macao,Y
317.0,AMC Airlines,<NA>,,AMV,,Egypt,Y
318.0,Air Midwest,<NA>,ZV,AMW,AIR MIDWEST,United States,N
319.0,Air Seychelles,<NA>,HM,SEY,SEYCHELLES,Seychelles,Y
320.0,Air Sofia,<NA>,,SFB,AIR SOFIA,Bulgaria,N
321.0,AeroMéxico,<NA>,AM,AMX,AEROMEXICO,Mexico,Y
322.0,Air Ambar,<NA>,,AMY,AIR AMBAR,Dominican Republic,N
323.0,Amiya Airline,<NA>,,AMZ,AMIYA AIR,Nigeria,N
324.0,All Nippon Airways,ANA All Nippon Airways,NH,ANA,ALL NIPPON,Japan,Y
325.0,Air Navigation And Trading Co. Ltd.,<NA>,,ANB,AIR NAV,United Kingdom,N
326.0,Anglo Cargo,<NA>,,ANC,ANGLO,United Kingdom,N
327.0,Air Nostrum,<NA>,YW,ANE,AIR NOSTRUM,Spain,Y
328.0,Air Niugini,<NA>,PX,ANG,NUIGINI,Papua New Guinea,Y
329.0,Air Arabia,<NA>,G9,ABY,ARABIA,United Arab Emirates,Y
330.0,Air Canada,<NA>,AC,ACA,AIR CANADA,Canada,Y
331.0,Airport Bratsk,<NA>,,BRP,AEROBRA,Russia,N
332.0,Air Wings,<NA>,,BSB,ARBAS,Moldova,N
333.0,Air Baltic,<NA>,BT,BTI,AIRBALTIC,Latvia,Y
334.0,Alajnihah for Air Transport,<NA>,,ANH,ALAJNIHAH,Libya,N
335.0,Air Atlantic (Nig) Limited,<NA>,,ANI,NIGALANTIC,Nigeria,N
336.0,Air Nippon,<NA>,EL,ANK,ANK AIR,Japan,Y
337.0,Antares Airtransport,<NA>,,ANM,Maintenance & Service GmbH,ANTARES,N
338.0,Airnorth,<NA>,TL,ANO,TOPEND,Australia,Y
339.0,Aerol,<NA>,,ANQ,ANTIOQUIA,Colombia,N
340.0,Andes Lineas Aereas,<NA>,,ANS,AEROANDES,Argentina,N
341.0,Air North Charter - Canada,<NA>,4N,ANT,AIR NORTH,Canada,Y
342.0,Air Nevada,<NA>,,ANV,AIR NEVADA,United States,N
343.0,AOM French Airlines,<NA>,IW,AOM,French Lines,France,N
344.0,Aviacion Del Noroeste,<NA>,,ANW,S.A. de C.V.,AVINOR,N
345.0,Air New Zealand,<NA>,NZ,ANZ,NEW ZEALAND,New Zealand,Y
346.0,Avia Jaynar,<NA>,,SAP,TOBOL,Kazakhstan,N
347.0,Aero Servicios Empresariales,<NA>,,EMS,SERVIEMPRESARIAL,Mexico,N
348.0,Alcon Servicios Aereos,<NA>,,AOA,S.A. de C.V.,ALCON,N
349.0,AVCOM,<NA>,J6,AOC,AERO AVCOM,Russia,N
350.0,Aero Vodochody,<NA>,,AOD,AERO CZECH,Czech Republic,N
351.0,Air One Executive,<NA>,,AOE,,Italy,N
352.0,Atair Pty Ltd.,<NA>,,AOF,ATAIR,South Africa,N
353.0,Aero VIP,<NA>,2D,AOG,AVIP,Argentina,N
354.0,Aeromundo Ejecutivo,<NA>,,MUN,AEROMUNDO,Mexico,N
355.0,Aerolinea Muri,<NA>,,MUR,MURI,Mexico,N
356.0,Astoria,<NA>,,AOI,Inc.,ASTORIA,N
357.0,Aero Rent JSC,<NA>,,NRO,AEROMASTER,Russia,N
358.0,Aeronord-Grup,<NA>,,NRP,AERONORD,Moldova,N
359.0,Aeroatlantico Colombia,<NA>,,AOK,,Colombia,N
360.0,Angkor Airlines,<NA>,,AOL,ANGKOR AIR,Cambodia,N
361.0,Aero Entreprise,<NA>,,AON,AERO ENTERPRISE,France,N
362.0,As,<NA>,,AOO,Opened Joint Stock Company,COMPANY AS,N
363.0,Aeropiloto,<NA>,,AOP,AEROPILOTO,Portugal,N
